apixaban	application site haemorrhage
apixaban	aspartate aminotransferase increased
apixaban	blood alkaline phosphatase increased
apixaban	blood bilirubin increased
apixaban	catheter site haemorrhage
apixaban	cerebral haemorrhage
apixaban	conjunctival haemorrhage
apixaban	contusion
apixaban	epistaxis
apixaban	eye haemorrhage
apixaban	gamma-glutamyltransferase increased
apixaban	gastrointestinal haemorrhage
apixaban	gingival bleeding
apixaban	haematochezia
apixaban	haematoma
apixaban	haematuria
apixaban	haemoptysis
apixaban	haemorrhage
apixaban	haemorrhagic anaemia
apixaban	haemorrhoidal haemorrhage
apixaban	hypersensitivity
apixaban	hypotension
apixaban	incision site haematoma
apixaban	incision site haemorrhage
apixaban	intra-abdominal haemorrhage
apixaban	liver function test abnormal
apixaban	mouth haemorrhage
apixaban	muscle haemorrhage
apixaban	nausea
apixaban	occult blood positive
apixaban	post procedural haematoma
apixaban	post procedural haemorrhage
apixaban	procedural haemorrhage
apixaban	procedural hypotension
apixaban	rash
apixaban	rectal haemorrhage
apixaban	respiratory tract haemorrhage
apixaban	retroperitoneal haemorrhage
apixaban	thrombocytopenia
apixaban	transaminases increased
apixaban	traumatic haemorrhage
apixaban	urogenital haemorrhage
apixaban	vaginal haemorrhage
apixaban	vessel puncture site haematoma
apixaban	wound haemorrhage
apixaban	wound secretion
apremilast	abdominal pain upper
apremilast	cough
apremilast	decreased appetite
apremilast	diarrhoea
apremilast	dyspepsia
apremilast	frequent bowel movements
apremilast	gastrooesophageal reflux disease
apremilast	headache
apremilast	hypersensitivity
apremilast	migraine
apremilast	nasopharyngitis
apremilast	nausea
apremilast	rash
apremilast	upper respiratory tract infection
apremilast	vomiting
apremilast	weight decreased
aprepitant	abdominal discomfort
aprepitant	abdominal distension
aprepitant	abdominal pain
aprepitant	abdominal pain upper
aprepitant	alanine aminotransferase increased
aprepitant	anaemia
aprepitant	anxiety
aprepitant	aspartate aminotransferase increased
aprepitant	asthenia
aprepitant	blood alkaline phosphatase increased
aprepitant	bradycardia
aprepitant	candida infection
aprepitant	cardiovascular disorder
aprepitant	chest discomfort
aprepitant	cognitive disorder
aprepitant	conjunctivitis
aprepitant	constipation
aprepitant	cough
aprepitant	decreased appetite
aprepitant	disorientation
aprepitant	dizziness
aprepitant	dry mouth
aprepitant	duodenal ulcer perforation
aprepitant	dysarthria
aprepitant	dysgeusia
aprepitant	dyspepsia
aprepitant	dyspnoea
aprepitant	dysuria
aprepitant	eructation
aprepitant	euphoric mood
aprepitant	faeces hard
aprepitant	fatigue
aprepitant	febrile neutropenia
aprepitant	flatulence
aprepitant	gait disturbance
aprepitant	gastrointestinal sounds abnormal
aprepitant	gastrooesophageal reflux disease
aprepitant	headache
aprepitant	hiccups
aprepitant	hot flush
aprepitant	hyperhidrosis
aprepitant	hypersensitivity
aprepitant	hypoaesthesia
aprepitant	insomnia
aprepitant	lethargy
aprepitant	malaise
aprepitant	miosis
aprepitant	muscle spasms
aprepitant	muscular weakness
aprepitant	nausea
aprepitant	neutropenic colitis
aprepitant	neutrophil count decreased
aprepitant	oedema
aprepitant	oropharyngeal pain
aprepitant	palpitations
aprepitant	photosensitivity reaction
aprepitant	pollakiuria
aprepitant	polydipsia
aprepitant	pruritus
aprepitant	rash
aprepitant	sensory disturbance
aprepitant	skin lesion
aprepitant	sneezing
aprepitant	somnolence
aprepitant	staphylococcal infection
aprepitant	stevens-johnson syndrome
aprepitant	stomatitis
aprepitant	subileus
aprepitant	thirst
aprepitant	throat irritation
aprepitant	tinnitus
aprepitant	upper-airway cough syndrome
aprepitant	urine output increased
aprepitant	urticaria
aprepitant	visual acuity reduced
aprepitant	vomiting
aprepitant	weight decreased
aprepitant	wheezing
aripiprazole	abdominal discomfort
aripiprazole	abdominal pain upper
aripiprazole	affect lability
aripiprazole	aggression
aripiprazole	agitation
aripiprazole	akathisia
aripiprazole	alanine aminotransferase increased
aripiprazole	alopecia
aripiprazole	anaemia
aripiprazole	angioedema
aripiprazole	anxiety
aripiprazole	apathy
aripiprazole	appetite disorder
aripiprazole	arthralgia
aripiprazole	aspartate aminotransferase increased
aripiprazole	asthenia
aripiprazole	back pain
aripiprazole	blood alkaline phosphatase increased
aripiprazole	blood bilirubin increased
aripiprazole	blood cholesterol decreased
aripiprazole	blood creatine phosphokinase increased
aripiprazole	blood glucose decreased
aripiprazole	blood glucose fluctuation
aripiprazole	blood glucose increased
aripiprazole	blood pressure increased
aripiprazole	blood prolactin decreased
aripiprazole	blood prolactin increased
aripiprazole	blood triglycerides decreased
aripiprazole	bradycardia
aripiprazole	bradykinesia
aripiprazole	breast tenderness
aripiprazole	bruxism
aripiprazole	cardiac arrest
aripiprazole	cerebrovascular accident
aripiprazole	chest discomfort
aripiprazole	chest pain
aripiprazole	cogwheel rigidity
aripiprazole	completed suicide
aripiprazole	constipation
aripiprazole	cough
aripiprazole	decreased appetite
aripiprazole	deep vein thrombosis
aripiprazole	delusion
aripiprazole	depression
aripiprazole	diabetes mellitus
aripiprazole	diabetic hyperosmolar coma
aripiprazole	diabetic ketoacidosis
aripiprazole	diarrhoea
aripiprazole	diplopia
aripiprazole	dizziness
aripiprazole	drooling
aripiprazole	drug withdrawal syndrome neonatal
aripiprazole	dry mouth
aripiprazole	dysgeusia
aripiprazole	dyskinesia
aripiprazole	dyspepsia
aripiprazole	dysphagia
aripiprazole	dysphoria
aripiprazole	eczema
aripiprazole	electrocardiogram abnormal
aripiprazole	electrocardiogram qt prolonged
aripiprazole	electrocardiogram t wave amplitude decreased
aripiprazole	electrocardiogram t wave inversion
aripiprazole	embolism venous
aripiprazole	erectile dysfunction
aripiprazole	extrapyramidal disorder
aripiprazole	eye pain
aripiprazole	face oedema
aripiprazole	fatigue
aripiprazole	frequent bowel movements
aripiprazole	gait disturbance
aripiprazole	galactorrhoea
aripiprazole	gamma-glutamyltransferase increased
aripiprazole	gastrooesophageal reflux disease
aripiprazole	glycosuria
aripiprazole	glycosylated haemoglobin increased
aripiprazole	gynaecomastia
aripiprazole	hallucination
aripiprazole	headache
aripiprazole	hepatic enzyme increased
aripiprazole	hepatic failure
aripiprazole	hepatitis
aripiprazole	hiccups
aripiprazole	hypercholesterolaemia
aripiprazole	hyperglycaemia
aripiprazole	hyperhidrosis
aripiprazole	hyperlipidaemia
aripiprazole	hypersensitivity
aripiprazole	hypersexuality
aripiprazole	hypertension
aripiprazole	hypertonia
aripiprazole	hypertriglyceridaemia
aripiprazole	hyponatraemia
aripiprazole	hypothermia
aripiprazole	increased appetite
aripiprazole	injection site discomfort
aripiprazole	injection site erythema
aripiprazole	injection site induration
aripiprazole	injection site pain
aripiprazole	injection site pruritus
aripiprazole	injection site reaction
aripiprazole	injection site swelling
aripiprazole	insomnia
aripiprazole	jaundice
aripiprazole	joint range of motion decreased
aripiprazole	laryngospasm
aripiprazole	leukopenia
aripiprazole	libido decreased
aripiprazole	liver function test abnormal
aripiprazole	movement disorder
aripiprazole	muscle rigidity
aripiprazole	muscle spasms
aripiprazole	muscle tightness
aripiprazole	muscle twitching
aripiprazole	musculoskeletal stiffness
aripiprazole	myalgia
aripiprazole	nausea
aripiprazole	nephrolithiasis
aripiprazole	nervousness
aripiprazole	neuroleptic malignant syndrome
aripiprazole	neutropenia
aripiprazole	neutrophil count decreased
aripiprazole	nuchal rigidity
aripiprazole	oculogyric crisis
aripiprazole	oedema peripheral
aripiprazole	oropharyngeal spasm
aripiprazole	orthostatic hypotension
aripiprazole	pain in extremity
aripiprazole	pancreatitis
aripiprazole	panic reaction
aripiprazole	parkinsonism
aripiprazole	parosmia
aripiprazole	photosensitivity reaction
aripiprazole	pneumonia aspiration
aripiprazole	priapism
aripiprazole	pruritus
aripiprazole	psychotic disorder
aripiprazole	pulmonary embolism
aripiprazole	rash
aripiprazole	restless legs syndrome
aripiprazole	rhabdomyolysis
aripiprazole	rosacea
aripiprazole	salivary hypersecretion
aripiprazole	serotonin syndrome
aripiprazole	skin induration
aripiprazole	sleep disorder
aripiprazole	sluggishness
aripiprazole	somnolence
aripiprazole	speech disorder
aripiprazole	sudden death
aripiprazole	suicidal ideation
aripiprazole	suicide attempt
aripiprazole	swollen tongue
aripiprazole	syncope
aripiprazole	tachycardia
aripiprazole	tardive dyskinesia
aripiprazole	temperature regulation disorder
aripiprazole	thirst
aripiprazole	thrombocytopenia
aripiprazole	tongue oedema
aripiprazole	torsade de pointes
aripiprazole	tremor
aripiprazole	trismus
aripiprazole	urinary incontinence
aripiprazole	urinary retention
aripiprazole	urticaria
aripiprazole	ventricular arrhythmia
aripiprazole	ventricular extrasystoles
aripiprazole	vision blurred
aripiprazole	vomiting
aripiprazole	vulvovaginal dryness
aripiprazole	waist circumference increased
aripiprazole	weight decreased
aripiprazole	weight increased
aripiprazole	white blood cell count decreased
arsenic	abdominal pain
arsenic	acute promyelocytic leukaemia differentiation syndrome
arsenic	alanine aminotransferase increased
arsenic	anaemia
arsenic	arthralgia
arsenic	aspartate aminotransferase increased
arsenic	atrial fibrillation
arsenic	atrial flutter
arsenic	blood creatinine increased
arsenic	bone pain
arsenic	cardiac failure
arsenic	chest pain
arsenic	chills
arsenic	confusional state
arsenic	dehydration
arsenic	diarrhoea
arsenic	disseminated intravascular coagulation
arsenic	dizziness
arsenic	dysaesthesia
arsenic	dyspnoea
arsenic	electrocardiogram qt prolonged
arsenic	erythema
arsenic	face oedema
arsenic	fatigue
arsenic	febrile neutropenia
arsenic	fluid retention
arsenic	gamma-glutamyltransferase increased
arsenic	haemorrhage
arsenic	headache
arsenic	herpes zoster
arsenic	hyperbilirubinaemia
arsenic	hyperglycaemia
arsenic	hypermagnesaemia
arsenic	hypernatraemia
arsenic	hypokalaemia
arsenic	hypomagnesaemia
arsenic	hypotension
arsenic	hypoxia
arsenic	ketoacidosis
arsenic	leukocytosis
arsenic	leukopenia
arsenic	lung infiltration
arsenic	lymphopenia
arsenic	myalgia
arsenic	nausea
arsenic	neuropathy peripheral
arsenic	neutropenia
arsenic	oedema
arsenic	pain
arsenic	pancytopenia
arsenic	paraesthesia
arsenic	pericardial effusion
arsenic	pleural effusion
arsenic	pleuritic pain
arsenic	pneumonia
arsenic	pruritus
arsenic	pulmonary alveolar haemorrhage
arsenic	rash
arsenic	renal failure
arsenic	sepsis
arsenic	tachycardia
arsenic	thrombocytopenia
arsenic	torsade de pointes
arsenic	vasculitis
arsenic	ventricular arrhythmia
arsenic	ventricular extrasystoles
arsenic	ventricular tachycardia
arsenic	vision blurred
arsenic	vomiting
arsenic	weight increased
asenapine	accommodation disorder
asenapine	akathisia
asenapine	alanine aminotransferase increased
asenapine	amenorrhoea
asenapine	anaphylactoid reaction
asenapine	angioedema
asenapine	anxiety
asenapine	bundle branch block
asenapine	dizziness
asenapine	drug withdrawal syndrome neonatal
asenapine	dysarthria
asenapine	dysgeusia
asenapine	dyskinesia
asenapine	dysphagia
asenapine	electrocardiogram qt prolonged
asenapine	extrapyramidal disorder
asenapine	fatigue
asenapine	galactorrhoea
asenapine	glossodynia
asenapine	gynaecomastia
asenapine	hyperglycaemia
asenapine	hypersensitivity
asenapine	hypoaesthesia oral
asenapine	hypotension
asenapine	increased appetite
asenapine	mouth ulceration
asenapine	muscle rigidity
asenapine	nausea
asenapine	neuroleptic malignant syndrome
asenapine	neutropenia
asenapine	orthostatic hypotension
asenapine	paraesthesia oral
asenapine	parkinsonism
asenapine	pharyngeal oedema
asenapine	pulmonary embolism
asenapine	restless legs syndrome
asenapine	rhabdomyolysis
asenapine	salivary hypersecretion
asenapine	sexual dysfunction
asenapine	sinus bradycardia
asenapine	sinus tachycardia
asenapine	somnolence
asenapine	stomatitis
asenapine	swollen tongue
asenapine	syncope
asenapine	weight increased
atazanavir	abdominal distension
atazanavir	abdominal pain
atazanavir	alanine aminotransferase increased
atazanavir	alopecia
atazanavir	amnesia
atazanavir	amylase increased
atazanavir	angioedema
atazanavir	anxiety
atazanavir	arthralgia
atazanavir	aspartate aminotransferase increased
atazanavir	asthenia
atazanavir	atrioventricular block second degree
atazanavir	autoimmune disorder
atazanavir	basedow's disease
atazanavir	blood bilirubin increased
atazanavir	chest pain
atazanavir	cholecystitis
atazanavir	cholelithiasis
atazanavir	cholestasis
atazanavir	decreased appetite
atazanavir	depression
atazanavir	dermatitis bullous
atazanavir	diarrhoea
atazanavir	disorientation
atazanavir	dizziness
atazanavir	dry mouth
atazanavir	dysgeusia
atazanavir	dyspepsia
atazanavir	dyspnoea
atazanavir	eczema
atazanavir	electrocardiogram qt prolonged
atazanavir	erythema multiforme
atazanavir	fatigue
atazanavir	flatulence
atazanavir	gait disturbance
atazanavir	gastritis
atazanavir	gynaecomastia
atazanavir	haematuria
atazanavir	headache
atazanavir	hepatitis
atazanavir	hepatosplenomegaly
atazanavir	hypersensitivity
atazanavir	hypertension
atazanavir	increased appetite
atazanavir	insomnia
atazanavir	jaundice
atazanavir	lipase increased
atazanavir	malaise
atazanavir	muscle atrophy
atazanavir	myalgia
atazanavir	myopathy
atazanavir	nausea
atazanavir	nephrolithiasis
atazanavir	neuropathy peripheral
atazanavir	ocular icterus
atazanavir	oedema
atazanavir	palpitations
atazanavir	pancreatitis
atazanavir	pollakiuria
atazanavir	proteinuria
atazanavir	pruritus
atazanavir	rash
atazanavir	rash maculo-papular
atazanavir	renal pain
atazanavir	sleep disorder
atazanavir	somnolence
atazanavir	stevens-johnson syndrome
atazanavir	syncope
atazanavir	torsade de pointes
atazanavir	tubulointerstitial nephritis
atazanavir	urticaria
atazanavir	vomiting
atazanavir	weight decreased
atazanavir	weight increased
avanafil	abdominal discomfort
avanafil	abdominal pain lower
avanafil	angina pectoris
avanafil	asthenia
avanafil	back pain
avanafil	blood bilirubin increased
avanafil	blood creatinine increased
avanafil	blood pressure increased
avanafil	blood urine present
avanafil	body temperature increased
avanafil	cardiac murmur
avanafil	chest pain
avanafil	diarrhoea
avanafil	dizziness
avanafil	dry mouth
avanafil	dyspepsia
avanafil	dyspnoea exertional
avanafil	electrocardiogram abnormal
avanafil	fatigue
avanafil	flank pain
avanafil	flushing
avanafil	gastritis
avanafil	gout
avanafil	haematospermia
avanafil	haematuria
avanafil	headache
avanafil	hepatic enzyme increased
avanafil	hot flush
avanafil	hypertension
avanafil	hypotension
avanafil	inappropriate affect
avanafil	influenza
avanafil	influenza like illness
avanafil	insomnia
avanafil	muscle spasms
avanafil	muscle tightness
avanafil	myalgia
avanafil	nasal congestion
avanafil	nasopharyngitis
avanafil	nausea
avanafil	oedema peripheral
avanafil	optic ischaemic neuropathy
avanafil	palpitations
avanafil	penile haemorrhage
avanafil	penis disorder
avanafil	pollakiuria
avanafil	premature ejaculation
avanafil	priapism
avanafil	prostatic specific antigen increased
avanafil	pruritus genital
avanafil	rash
avanafil	rhinorrhoea
avanafil	seasonal allergy
avanafil	sinus congestion
avanafil	sinus headache
avanafil	somnolence
avanafil	spontaneous penile erection
avanafil	tachycardia
avanafil	upper respiratory tract congestion
avanafil	vision blurred
avanafil	vomiting
avanafil	weight increased
axitinib	abdominal pain
axitinib	abdominal pain upper
axitinib	acute myocardial infarction
axitinib	alanine aminotransferase increased
axitinib	alopecia
axitinib	amylase increased
axitinib	anaemia
axitinib	anal fistula
axitinib	arthralgia
axitinib	aspartate aminotransferase increased
axitinib	asthenia
axitinib	blood alkaline phosphatase increased
axitinib	blood creatinine increased
axitinib	blood thyroid stimulating hormone increased
axitinib	cardiac failure
axitinib	cerebral haemorrhage
axitinib	cerebrovascular accident
axitinib	constipation
axitinib	cough
axitinib	decreased appetite
axitinib	deep vein thrombosis
axitinib	dehydration
axitinib	diarrhoea
axitinib	dizziness
axitinib	dry skin
axitinib	dysgeusia
axitinib	dyspepsia
axitinib	dysphonia
axitinib	dyspnoea
axitinib	embolism
axitinib	epistaxis
axitinib	erythema
axitinib	fatigue
axitinib	fistula
axitinib	flatulence
axitinib	gastric haemorrhage
axitinib	gastrointestinal haemorrhage
axitinib	gastrointestinal perforation
axitinib	gingival bleeding
axitinib	glossodynia
axitinib	haematuria
axitinib	haemoglobin decreased
axitinib	haemoptysis
axitinib	haemorrhage
axitinib	haemorrhoids
axitinib	headache
axitinib	hyperbilirubinaemia
axitinib	hypercalcaemia
axitinib	hyperkalaemia
axitinib	hypertension
axitinib	hypertensive crisis
axitinib	hyperthyroidism
axitinib	hypothyroidism
axitinib	leukopenia
axitinib	lipase increased
axitinib	lower gastrointestinal haemorrhage
axitinib	mucosal inflammation
axitinib	myalgia
axitinib	myocardial infarction
axitinib	nausea
axitinib	neutropenia
axitinib	oropharyngeal pain
axitinib	pain in extremity
axitinib	polycythaemia
axitinib	posterior reversible encephalopathy syndrome
axitinib	protein urine present
axitinib	proteinuria
axitinib	pruritus
axitinib	pulmonary embolism
axitinib	rash
axitinib	rectal haemorrhage
axitinib	renal failure
axitinib	retinal vein occlusion
axitinib	stomatitis
axitinib	thrombocytopenia
axitinib	tinnitus
axitinib	transient ischaemic attack
axitinib	vomiting
axitinib	weight decreased
azilsartan	angioedema
azilsartan	blood creatine phosphokinase increased
azilsartan	blood creatinine increased
azilsartan	blood uric acid increased
azilsartan	diarrhoea
azilsartan	dizziness
azilsartan	fatigue
azilsartan	haemoglobin decreased
azilsartan	hyperuricaemia
azilsartan	muscle spasms
azilsartan	nausea
azilsartan	oedema peripheral
azilsartan	pruritus
azilsartan	rash
aztreonam	bronchospasm
aztreonam	chest discomfort
aztreonam	cough
aztreonam	dermatitis exfoliative
aztreonam	dyspnoea
aztreonam	erythema multiforme
aztreonam	hyperhidrosis
aztreonam	joint swelling
aztreonam	laryngeal pain
aztreonam	nasal congestion
aztreonam	petechiae
aztreonam	pruritus
aztreonam	purpura
aztreonam	rash
aztreonam	toxic epidermal necrolysis
aztreonam	urticaria
aztreonam	wheezing
bazedoxifene	alanine aminotransferase increased
bazedoxifene	aspartate aminotransferase increased
bazedoxifene	blepharospasm
bazedoxifene	blood triglycerides increased
bazedoxifene	deep vein thrombosis
bazedoxifene	dry eye
bazedoxifene	dry mouth
bazedoxifene	eye pain
bazedoxifene	eye swelling
bazedoxifene	eyelid oedema
bazedoxifene	hot flush
bazedoxifene	hypersensitivity
bazedoxifene	muscle spasms
bazedoxifene	oedema peripheral
bazedoxifene	palpitations
bazedoxifene	photopsia
bazedoxifene	pruritus
bazedoxifene	pulmonary embolism
bazedoxifene	rash
bazedoxifene	retinal vein thrombosis
bazedoxifene	somnolence
bazedoxifene	thrombophlebitis superficial
bazedoxifene	urticaria
bazedoxifene	vision blurred
bazedoxifene	visual acuity reduced
bazedoxifene	visual impairment
betaine	abdominal discomfort
betaine	agitation
betaine	alopecia
betaine	brain oedema
betaine	decreased appetite
betaine	diarrhoea
betaine	glossitis
betaine	hypermethioninaemia
betaine	irritability
betaine	nausea
betaine	personality disorder
betaine	skin odour abnormal
betaine	sleep disorder
betaine	tooth disorder
betaine	urinary incontinence
betaine	urticaria
betaine	vomiting
bexarotene	abdominal distension
bexarotene	abdominal pain
bexarotene	abnormal faeces
bexarotene	acne
bexarotene	affect lability
bexarotene	agitation
bexarotene	alanine aminotransferase increased
bexarotene	albuminuria
bexarotene	alopecia
bexarotene	amylase increased
bexarotene	anaemia
bexarotene	angiopathy
bexarotene	anxiety
bexarotene	arrhythmia
bexarotene	arthralgia
bexarotene	arthritis
bexarotene	arthropathy
bexarotene	aspartate aminotransferase increased
bexarotene	asthenia
bexarotene	ataxia
bexarotene	back pain
bexarotene	blepharitis
bexarotene	blood alkaline phosphatase increased
bexarotene	blood creatinine increased
